year,oshpd_id2,oshpd_id,county_name,facility_name,license_type_desc,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate__desc,assembly__desc,mssa_name,mssa_designation,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,CAH,Died,Prison_Jail,Psychiatric_Care,Rehab,Routine,SN_IC_Care,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Invalid_Blank_Disp,Not_Defined_Elsewhere,Residential_Care,Other_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Perinatal_Disorders,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Births,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_NonTrans_Drowning_Subm,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,EC_None,ECM_Medical_Misadventures,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Eskimo_Aleut,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_CAH,a_Not_Defined_Elsewhere,a_Childrens_or_Cancer,a_Invalid_Blank_Disp,a_Prison_Jail,a_Other_Disp,a_Disaster_Care_Site,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_Birth_Defects,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Other_Reasons,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_All_Pregnancies,a_DX_Births,a_DX_Eye_Disorders,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Intentional_SelfHarm,a_ECM_Legal_War_Terrorism,a_ECM_Med_Device_Advrs_Incident,a_ECM_Medical_Misadventures,a_ECM_Natural_Envrnmntl_Factors,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_W_Inanimate_Animate_Object,a_EC_None,a_ECM_Undetermined_Intent,a_ECM_NonTrans_Drowning_Subm,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2016,106291023,291023,NEVADA,SIERRA NEVADA MEMORIAL HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,18,SMALL/RURAL,N/A,155 GLASSON WAY,GRASS VALLEY,95945,100-149,1,1,GRASS VALLEY/NEVADA CITY/PENN VALLEY/ROUGH AND READY/WILDWOOD,Rural,14324,12945,1,2017,2517,3731,3446,2789,3477,3648,2603,2689,353,,146,272,854,79,201,246,25472,620,480,1,41,182,369,4,25310,210,,46,5,,1,1,,,11031,8671,937,4965,1663,3,389,13,82,67,919,1525,451,411,261,1236,408,6991,1397,1888,583,863,11,2139,1177,6459,,108,2907,888,214,58,1,5,93,,1383,838,5,2117,18653,,27270,63,27057,150,2085,1829,,38,184,193,250,458,826,790,1153,8,14,,20,17,64,27,32,3742,12,186,65,107,278,65,13,18,,2289,883,,7,,,3,,,745,2620,59,445,45,,1,37,80,631,560,11,134,173,732,420,85,93,153,3,469,98,110,120,3,,1,81,265,16,2,1,,5,3,2,14,138,19,3368,,,3914,11,3893,10
2016,106291053,291053,NEVADA,TAHOE FOREST HOSPITAL,Hospital,District,Basic,15,SMALL/RURAL,N/A,10121 PINE AVE,TRUCKEE,96161,50-99,1,1,NORTH BLOOMFIELD/NORTH SAN JUAN/TRUCKEE,Rural,5927,6682,,1271,1625,2184,1829,1522,1449,1297,853,405,174,,259,116,2135,5,326,15,9753,265,28,187,3,198,59,,11806,2,5,34,,,,2,20,,786,1782,527,8297,1178,39,212,2,17,32,309,635,260,87,139,635,346,5077,372,548,328,401,3,926,409,1871,,12,1444,2032,69,14,2,2,54,,500,545,1,998,6935,1,12609,59,11637,913,442,505,1,19,75,72,105,165,201,154,146,3,8,,12,3,116,14,3,799,1,42,4,15,56,6,1,,1,765,57,,1,,,,,,193,391,15,296,52,1,1,14,24,104,172,4,45,30,58,264,23,25,22,6,99,28,20,8,,1,,53,124,82,,2,,2,5,3,14,112,21,530,,,948,2,886,60
2016,106300032,300032,ORANGE,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Hospital,Non-profit Corporation (incl. Church-related),Basic,31,N/A,N/A,1201 WEST LA VETA AVENUE,ORANGE,92868,300-499,37,68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,36004,40967,9,46838,17473,541,131,92,61,31,12,4,11797,,4231,1139,50228,90,4872,1182,15238,43,255,,4,2,15,,75649,,,4,,,986,,22,,61794,32,495,13199,1291,169,43,124,204,75,306,3692,4036,344,1371,2691,5885,15431,733,1825,491,1433,384,14873,2987,20052,,36,6736,808,100,45,2,,156,14,2534,770,14,3706,62059,,76980,451,55338,21191,3132,3743,,2044,138,,,,,,,1704,2989,,619,181,3493,463,93,2015,11,34,3,31,15,2,4,3,,6752,28,,2,,1,,,,4457,10,67,2316,25,,108,280,170,99,896,46,357,279,410,500,32,199,451,21,1684,202,687,,,47,407,162,135,50,14,,,30,5,1,53,131,48,6226,10,10,6875,62,5411,1402
2016,106300225,300225,ORANGE,ORANGE COAST MEMORIAL MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,14,N/A,N/A,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,200-299,34,72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,16408,11414,,1570,2097,4031,3693,3521,4081,2972,2605,2948,304,,4731,736,6164,23,1218,8,14942,616,,6,29,2,120,4,26342,312,5,361,23,2,,,,,8594,7675,453,9896,1204,,598,4,139,102,1043,2028,511,391,286,1818,392,5603,941,2030,915,369,29,2072,1050,7501,,247,1951,705,130,30,1,32,63,4,1561,604,5,1297,21192,,27822,1195,25765,862,3445,3057,,26,271,380,614,1083,1165,1336,1619,8,,,1464,105,1069,186,8,3662,8,126,,201,1438,174,21,17,,3390,1133,1,,,1,,,,1029,3727,48,1614,84,,7,133,303,1202,1251,14,249,367,860,547,49,137,169,1,603,190,365,43,,4,8,395,396,26,5,2,,92,3,3,97,544,26,4913,,,6502,743,5482,277
2016,106301098,301098,ORANGE,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Hospital,Investor - Individual,Basic,31,N/A,N/A,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,200-299,29,69,ANAHEIM CENTRAL,Urban,17210,13514,,2805,2910,5720,4538,3974,4107,2799,1694,1623,554,,1741,1470,16798,13,1437,7,9258,908,764,,65,98,228,,28433,117,96,,13,,,,2,,17923,5461,388,4796,2156,,1000,3,61,51,605,1891,741,324,371,1853,515,6811,956,1943,720,492,25,2901,1380,8081,,120,2071,964,260,22,16,1,79,1,1759,584,1,1441,23405,,30724,526,24195,6003,4244,3878,,74,564,626,898,1648,1586,1290,1413,23,,,882,313,3389,327,1,3204,6,231,324,201,774,121,22,9,36,5085,1314,,3,2,,,,,3066,3524,49,1307,173,3,4,173,263,1407,1397,28,478,521,786,566,113,181,229,16,761,275,684,209,3,10,18,421,303,26,9,1,,15,3,11,78,689,25,6540,1,,8122,345,6101,1676
2016,106301140,301140,ORANGE,CHAPMAN GLOBAL MEDICAL CENTER,Hospital,Investor - Corporation,Basic,8,N/A,N/A,2601 EAST CHAPMAN AVENUE,ORANGE,92869,100-149,37,68,ANAHEIM HILLS/CITY OF ORANGE EAST/VILLA PARK,Urban,3543,3155,,285,742,1486,1067,984,970,569,291,282,22,,287,226,2431,5,429,34,3286,254,306,6,22,5,76,18,5956,16,4,6,3,12,10,4,,,2374,991,185,2509,639,,82,,11,11,151,410,159,105,76,425,113,1714,486,482,193,121,,688,332,1139,,7,405,234,59,6,,,26,,414,259,3,464,4820,1,6698,78,5859,761,546,558,,12,119,101,155,182,203,148,184,,,,56,43,238,94,3,669,1,70,47,27,46,11,19,2,30,700,149,1,1,,,,1,,219,505,16,345,18,1,,11,11,89,163,1,79,54,40,63,358,18,22,,100,39,54,2,,,,28,35,5,1,2,,,,,19,219,7,785,3,,1104,21,985,98
2016,106301175,301175,ORANGE,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,Hospital,Investor - Corporation,Basic,25,N/A,N/A,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,200-299,34,72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,22771,18266,,4525,4051,6406,5448,5573,5625,3770,2594,2169,876,,10571,840,16528,32,3209,286,9571,490,1779,2,63,,311,5,37701,530,66,71,6,12,,1,,,24357,7148,399,6656,2477,,1256,8,219,114,1206,2396,757,596,400,2448,774,7985,1494,2489,885,1131,46,4068,1658,11107,,86,2908,1310,242,39,5,17,76,,1501,758,6,1519,32568,2,41037,6650,27397,6990,4888,5158,,248,449,594,1040,1737,1710,1873,2033,143,219,,3958,147,2724,524,33,2654,6,377,272,372,2171,147,21,53,35,4823,1770,,2,3,,,,,3514,4937,95,1387,113,,12,136,331,1901,1726,32,553,634,964,790,116,229,289,15,1191,321,616,139,7,5,39,357,424,47,23,9,,11,1,4,52,453,20,8642,1,2,10046,3180,5355,1511
2016,106301188,301188,ORANGE,ANAHEIM GLOBAL MEDICAL CENTER,Hospital,Investor - Corporation,Basic,11,N/A,N/A,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,150-199,34,69,ANAHEIM CENTRAL,Urban,7288,7263,,1470,1750,3160,2546,2039,1784,892,331,244,335,,501,561,8177,16,1100,60,4136,237,406,2,38,806,142,1,12756,6,6,19,8,6,118,,,,6206,1391,828,3956,2170,,654,5,18,32,336,1073,440,401,151,809,429,3256,1762,614,372,557,23,1449,600,1570,,14,847,456,278,26,66,1,52,,709,542,6,774,10780,,14551,180,11068,3303,1039,1426,,68,500,445,380,519,297,123,133,,,,148,134,936,163,10,1072,2,18,138,53,24,13,30,10,101,1738,169,,4,37,,121,9,,1214,709,297,194,51,,1,24,14,174,215,2,77,54,129,103,1329,20,20,6,118,47,52,80,,,,37,52,4,13,49,2,8,,1,54,169,13,2062,1,,2465,30,2144,291
2016,106301205,301205,ORANGE,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Hospital,Non-profit Corporation (incl. Church-related),Basic,56,N/A,N/A,1 HOAG DRIVE,NEWPORT BEACH,92663,300-499,37,74,COSTA MESA,Urban,53610,44233,2,5999,7982,16239,14301,11938,12408,10030,8299,9572,1077,,8499,2789,13728,69,1278,420,71062,859,1394,4,201,384,1299,16,91246,303,413,315,66,6,1332,7,,,24885,19765,1549,43941,7705,,3691,13,328,204,3052,5130,1151,1373,948,5417,1926,23280,5455,5533,2788,2249,88,6537,3578,25104,,565,8831,3273,680,125,60,25,231,19,4310,2614,28,5062,72020,2,97845,4968,88307,4570,9100,9024,,155,994,1247,1623,2377,3100,3560,5064,4,,,1527,320,1549,41,15,14657,15,430,258,587,3720,594,141,223,6,9668,2444,2,38,8,,5,,,2313,10154,112,5270,275,,22,177,584,3155,3358,15,727,1197,2926,1588,367,372,513,9,1705,516,479,394,2,16,2,1151,974,67,29,11,,112,7,20,222,1584,86,13856,,5,18124,1098,16391,635
2016,106301209,301209,ORANGE,HUNTINGTON BEACH HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,12,N/A,N/A,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,100-149,34,72,HUNTINGTON BEACH NORTH/SEAL BEACH EAST/WESTMINSTER,Urban,7354,7970,3,1093,1530,3163,2835,2351,2257,1006,491,454,139,8,960,485,3283,14,818,62,9705,60,316,17,52,100,231,,14139,18,13,,16,6,334,9,16,,7198,459,141,5512,1933,84,219,5,18,20,259,923,316,144,174,709,216,4293,1473,926,378,836,4,1361,770,2283,,7,925,650,194,26,2,1,63,2,1453,398,4,851,10750,1,15327,232,14369,726,1439,1529,,33,238,257,375,576,529,449,511,,,,337,64,418,106,5,2032,6,208,,47,133,23,119,4,68,1742,613,1,3,,,7,,,952,1393,241,151,231,,,28,20,354,430,13,162,220,369,230,322,102,103,2,279,96,229,9,,,,61,184,10,4,5,,,,1,126,257,13,2307,,,2968,140,2656,172
2016,106301234,301234,ORANGE,LA PALMA INTERCOMMUNITY HOSPITAL,Hospital,Non-profit Corporation (incl. Church-related),Basic,10,N/A,N/A,7901 WALKER STREET,LA PALMA,90623,100-149,29,65,BUENA PARK/LA PALMA,Urban,7618,6412,,1622,1568,2288,2066,1891,1828,1068,721,730,248,,2790,1701,4946,20,223,53,4297,48,133,23,22,21,111,2,13235,24,9,3,38,8,337,4,12,,6037,669,95,5621,1531,77,320,2,37,28,309,893,382,181,175,788,284,3669,565,900,261,582,9,1429,538,2678,,6,962,742,104,15,2,,52,,953,267,7,790,10130,,14030,450,12777,803,1441,1219,,21,113,159,258,435,464,533,677,,,,791,258,600,15,9,981,6,204,,72,184,21,52,1,41,1367,709,2,7,,,,,,578,1574,210,169,129,,,26,62,382,386,5,143,198,389,168,173,86,105,9,263,68,176,21,,,,114,178,6,3,4,,,1,2,87,145,6,2114,,,2660,292,2173,195
2016,106301248,301248,ORANGE,LOS ALAMITOS MEDICAL CENTER,Hospital,Investor - Corporation,Basic,20,N/A,N/A,3751 KATELLA AVENUE,LOS ALAMITOS,90720,150-199,34,72,CYPRESS/LOS ALAMITOS/ROSSMOOR,Urban,14806,10693,,1874,2034,3214,3054,2952,3235,2639,2700,3462,335,,2105,1459,5213,11,286,65,16360,492,661,,54,,45,1,23606,338,104,172,18,8,,,,,6740,7796,810,8381,1772,,539,6,157,51,910,1486,430,398,248,1658,411,5648,750,1846,662,281,15,1784,874,7345,,40,2176,737,114,14,4,,35,,835,308,2,1296,19938,,25499,108,24894,497,3477,2877,2,26,168,297,417,755,1010,1336,2346,1,,,678,247,746,66,10,4605,4,291,141,245,1150,189,59,72,63,2697,1446,,2,1,,,,,707,3880,91,1658,20,,3,92,164,1351,986,14,316,381,693,613,157,117,253,1,583,134,470,21,,6,1,256,502,25,3,1,,2,1,5,55,483,31,4992,,,6356,43,6227,86
2016,106301258,301258,ORANGE,SOUTH COAST GLOBAL MEDICAL CENTER,Hospital,Investor - Corporation,Basic,10,N/A,N/A,2701 S. BRISTOL STREET,SANTA ANA,92704,150-199,34,69,SANTA ANA SOUTH,Urban,10093,8208,,2403,2583,3668,2952,2652,1901,989,473,263,417,,303,294,15583,13,99,8,2001,238,363,16,16,27,112,2,17468,23,7,5,11,3,10,,,,10523,1168,361,4018,2221,10,843,2,39,26,287,1416,568,294,194,1283,640,3933,1040,953,467,303,12,2088,877,3036,,30,1023,515,191,14,9,,54,,794,612,14,1117,13928,,18301,63,8241,9997,911,911,,38,186,237,225,297,321,247,266,2,3,,116,38,1231,7,,428,2,93,64,48,43,3,41,14,58,1092,344,2,5,,,2,13,,939,675,3,131,74,,1,36,29,191,374,1,110,145,112,98,161,36,89,1,167,105,79,85,,,2,29,66,8,2,,,4,1,3,28,77,14,1589,1,,1822,53,868,901
2016,106301262,301262,ORANGE,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,34,N/A,N/A,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,300-499,36,73,LAKE FOREST EAST/MISSION VIEJO CENTRAL AND SOUTH,Urban,22630,17131,7,3,1470,7309,5886,6031,6192,4621,3679,4576,1,,1247,798,5913,11,2730,170,28899,560,422,,98,58,191,7,37503,156,3,605,74,,58,33,,,10613,11477,967,13840,2871,,1266,9,144,133,1718,2487,334,545,355,2598,478,9538,1536,2661,1709,492,2,1908,1336,10519,,265,4016,1940,248,41,17,15,108,,1572,1254,7,1875,28409,1,39768,288,37072,2408,5811,5419,,113,675,688,924,1592,1877,2029,3332,,,,378,163,1097,639,34,8917,2,421,132,380,2469,371,102,230,98,5566,1435,,21,2,,3,,,1753,6417,131,2695,234,,16,100,320,2095,1647,17,323,550,1657,2102,169,348,326,3,908,219,331,91,,8,,522,1444,420,47,21,1,42,,6,107,1181,55,7378,2,4,11230,145,10544,541
2016,106301279,301279,ORANGE,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Hospital,University of California,Comprehensive,36,N/A,Teaching,101 CITY DRIVE SOUTH,ORANGE,92868,300-499,34,69,GARDEN GROVE NORTH/STANTON,Urban,22267,17080,,1305,2742,8755,7496,6024,5596,3411,1876,1711,431,,3888,1653,18306,59,548,43,14850,468,630,3,86,5,301,5,36857,226,555,3,2,4,188,14,,,20846,5872,899,8310,3261,159,3353,19,247,267,963,1895,403,717,701,2217,525,7309,2316,3071,997,713,51,2000,1430,10153,,475,2115,2161,478,65,24,33,164,,903,460,25,1292,31150,2,39347,1044,32358,5945,5823,6232,,627,1679,1603,1512,2054,1765,1300,1443,20,52,,1865,418,4449,122,18,5173,10,462,225,369,1441,145,101,233,71,7680,1211,51,2,63,,1,,,5208,3956,231,2400,259,1,14,139,555,1686,1276,21,408,410,1279,2859,1134,199,325,37,388,178,288,813,1,33,12,755,977,1152,223,79,6,87,3,89,113,942,162,7458,8,1,12055,751,9432,1872
2016,106301283,301283,ORANGE,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Hospital,Investor - Limited Liability Company,Basic,12,N/A,N/A,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843,150-199,34,69,GARDEN GROVE NORTH/STANTON,Urban,13326,11617,,2645,2746,4826,3996,3521,3147,1710,1005,834,512,1,3686,721,13943,15,229,32,6317,644,1197,26,58,100,37,1,22773,12,5,,1,,79,6,4,,15401,2629,217,4247,2432,17,1070,11,42,37,490,1748,615,363,298,1641,435,5365,1438,1608,419,882,20,2564,1095,4801,1,21,1464,894,207,18,4,1,50,1,1231,353,12,1106,19580,1,24943,1495,17977,5471,1760,1640,,44,214,243,369,488,559,543,931,9,,,1366,77,1077,14,2,863,1,75,808,112,199,23,6,4,15,1833,189,5,4,127,,,,,1235,1799,42,254,70,,,34,58,448,554,11,209,257,693,232,37,85,116,2,323,84,179,67,2,4,5,93,193,19,7,1,,,2,,316,292,13,2464,,,3400,993,1808,599
2016,106301297,301297,ORANGE,PLACENTIA LINDA HOSPITAL,Hospital,Investor - Corporation,Basic,20,N/A,N/A,1301 NORTH ROSE DRIVE,PLACENTIA,92870,100-149,29,55,BREA EAST/PLACENTIA CENTRAL AND NORTH/YORBA LINDA,Urban,16441,11994,,2668,3115,4770,3792,3568,3539,2434,1933,2342,274,,1393,927,8079,21,2972,148,14895,551,195,,42,,118,1,27043,194,,238,52,1,,,,,11120,5857,507,8974,1971,6,519,6,130,57,931,1994,728,626,314,2358,473,6870,1009,1627,801,271,6,3124,1180,5411,,49,2408,891,149,13,22,3,87,4,1369,912,2,1567,20958,1,28435,179,27150,1106,1360,1218,,19,149,187,279,439,402,403,700,,,,129,60,464,203,10,1711,1,195,59,66,331,88,14,2,5,1387,430,,,,,1,,,402,1177,242,714,43,,6,44,43,420,624,2,139,194,145,255,38,50,36,3,321,104,143,11,,,,80,173,12,1,2,,4,,1,22,186,17,2080,,,2578,27,2469,82
2016,106301317,301317,ORANGE,SADDLEBACK MEMORIAL MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,31,N/A,N/A,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,200-299,36,73,LAGUNA BEACH/LAGUNA WOODS,Urban,20273,15088,4,2007,2855,4398,4107,4070,4411,3851,3808,5577,281,,1931,919,6105,52,1833,190,24335,435,,,89,120,291,42,33462,281,,607,36,,2,,,,8559,11714,1206,11978,1908,,584,1,142,91,1275,2064,608,430,358,2012,625,8766,1652,2413,1097,662,32,2511,1258,8784,,219,3411,1076,170,26,16,15,113,5,2153,701,,2114,25346,,35365,619,33294,1452,4468,3743,,42,232,346,478,840,1248,1739,3281,5,,,497,117,812,394,27,6358,6,205,,321,2242,277,42,53,1,3558,1508,,,,,4,,,652,5697,67,1673,122,,9,116,246,1843,1434,10,277,470,1071,867,90,151,232,10,862,171,288,55,,5,4,486,693,37,6,5,1,13,3,13,132,899,28,5895,,,8211,256,7725,230
2016,106301337,301337,ORANGE,MISSION HOSPITAL LAGUNA BEACH,Hospital,Non-profit Corporation (incl. Church-related),Basic,11,N/A,N/A,31872 COAST HIGHWAY,LAGUNA BEACH,92651,150-199,37,74,ALISO VIEJO/LAGUNA HILLS/LAGUNA NIGUEL,Urban,6717,6408,,439,1084,2570,1767,1864,1983,1450,893,1045,30,,253,324,917,2,584,14,11031,159,285,,24,116,283,4,12040,17,,38,8,,33,118,,,3202,3109,462,5533,819,,97,1,20,16,275,643,140,194,130,597,167,3315,1715,764,423,372,,773,646,2837,,33,1160,352,120,30,11,5,31,5,661,579,8,928,9202,,13125,62,12856,207,1550,1599,,100,735,442,456,480,358,213,365,,,,60,70,162,98,6,2750,3,96,286,10,226,22,93,140,129,1930,134,,83,,,,,,287,915,44,1673,230,,,27,18,127,320,1,59,75,113,190,1867,49,18,,103,76,102,3,,1,,28,172,19,9,59,,2,,8,51,448,34,2316,3,,3149,15,3117,17
2016,106301340,301340,ORANGE,ST. JOSEPH HOSPITAL - ORANGE,Hospital,Non-profit Corporation (incl. Church-related),Basic,53,N/A,N/A,1100 WEST STEWART DRIVE,ORANGE,92868,300-499,37,68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,38891,26092,,2368,5857,12889,10698,9013,8152,6005,4541,5015,445,,2229,1260,34978,13,1841,138,24524,579,379,1,52,118,436,15,61989,263,22,171,37,,895,26,,,29626,16343,1031,13108,4875,,2907,17,302,215,2005,4125,1121,1041,673,4224,1443,11201,3701,4072,1963,1047,37,4337,2481,18071,,343,3967,1863,418,52,19,22,130,1,2460,1446,20,2483,51756,3,64983,314,52704,11965,6120,5664,,163,910,929,1221,1848,2029,1978,2705,1,,,695,225,3794,186,15,6864,5,220,226,343,1993,316,41,246,86,6855,1409,,43,1,,5,,,2401,6272,77,2761,273,,17,118,406,1912,1620,13,591,636,2125,930,1300,283,349,,822,243,323,83,1,12,,601,663,39,13,40,,52,3,8,130,1151,44,9038,2,,11784,158,9959,1667
2016,106301342,301342,ORANGE,ST. JUDE MEDICAL CENTER,Hospital,Non-profit Corporation (incl. Church-related),Basic,36,N/A,N/A,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,300-499,29,65,FULLERTON CENTRAL AND SOUTH,Urban,33945,26384,,5094,5499,8893,7575,7130,7629,5837,5216,6378,1078,,5475,1767,19911,83,6257,416,26420,1485,1245,1,110,74,294,6,56086,421,14,360,38,,168,27,,,21467,18172,1073,15118,4499,,1474,10,243,107,1927,3546,1290,947,578,3963,1127,12131,2098,3842,1544,850,53,5374,2006,17219,,238,4828,1930,399,44,25,22,123,3,2092,1481,9,2817,46316,2,60329,1569,53511,5249,4788,4316,,57,278,469,682,1248,1589,1869,2910,2,,,1057,188,1861,513,72,5401,12,429,91,329,2151,346,28,291,48,3629,1744,,17,,,1,,,1368,5778,49,1733,176,,12,121,301,2173,1422,9,364,460,1535,908,57,166,299,3,767,203,252,47,,3,2,545,742,43,14,4,,44,2,3,108,823,46,6729,1,,9104,467,8025,612
2016,106301357,301357,ORANGE,FOOTHILL REGIONAL MEDICAL CENTER,Hospital,Investor - Corporation,,,N/A,N/A,14662 NEWPORT AVENUE,TUSTIN,92780,150-199,37,68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,1,,1,,2,1,,,,,,1,2,,,2,,,,,,,,,2,2,1,,,,,,,,4,1,,,,,,,1,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,5,,,5,,5,
2016,106301379,301379,ORANGE,WEST ANAHEIM MEDICAL CENTER,Hospital,Investor - Limited Liability Company,Basic,25,N/A,N/A,3033 WEST ORANGE AVENUE,ANAHEIM,92804,200-299,29,65,ANAHEIM WEST,Urban,13037,12356,1,2172,2473,4575,3976,3482,3744,2202,1251,1197,316,6,2690,1683,9485,8,522,78,10928,229,647,41,114,63,332,11,22810,74,11,,9,7,948,21,77,,12714,1169,142,7890,3414,65,486,10,70,42,637,1239,510,434,239,1353,488,6141,1802,1548,575,1329,6,2273,1289,4921,2,18,1643,1067,317,43,8,,100,1,1585,583,11,1274,18744,,25394,1093,21567,2734,2564,2692,,28,226,323,559,924,953,951,1291,,,1,1011,240,1307,86,5,2600,7,380,,217,329,68,45,9,120,2662,1424,1,,,,1,,,1499,2874,330,259,294,,,40,64,778,783,12,272,306,1081,341,332,130,153,1,535,121,284,21,,2,,126,318,22,8,3,,1,,7,268,342,25,4135,1,,5256,559,4132,565
2016,106301566,301566,ORANGE,ORANGE COUNTY GLOBAL MEDICAL CENTER,Hospital,Investor - Corporation,Basic,19,N/A,N/A,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,200-299,34,69,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,10935,10170,,1333,1975,4668,3964,3127,2807,1519,722,638,352,,761,782,13303,17,652,46,5544,459,719,,79,231,210,3,19310,36,11,4,19,3,17,4,,,10600,2436,1178,5263,1628,,1002,1,43,48,526,1125,340,381,215,1202,400,5139,1264,1269,558,412,26,1574,914,4666,,6,1212,1150,333,33,61,,150,,1166,695,48,1105,15146,,21105,82,14445,6578,2587,3229,,173,690,597,670,975,856,781,1038,11,25,,520,165,2516,201,13,2396,5,295,204,197,155,73,44,252,19,3778,686,2,29,,,78,4,,2247,2175,271,1005,118,,3,74,71,915,559,5,264,207,427,1950,118,118,216,5,367,115,203,185,1,4,9,101,777,746,99,41,6,14,1,58,60,427,96,3380,9,1,5816,89,4260,1467
