year,oshpd_id2,oshpd_id,county_name,facility_name,control_type_desc,ed_lic_levl_end,ems_station,rural_hospital_desc,teaching_hospital_desc,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,licensed_bed_size,senate_district_desc,assembly_district_desc,mssa_name,mssa_designation,LICENSE_CATEGORY_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,CAH,Died,Other_Disp,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,Home_Health_Service,Hospice_Care,Not_Defined_Elsewhere,Rehab,Invalid_Blank_Disp,Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,DX_All_Pregnancies,DX_Birth_Defects,DX_Births,DX_Blood_Disorders,DX_Cancer,DX_Circulatory_System,DX_Digestive_System,DX_Ear_Disorders,DX_Endocrine_Diseases,DX_Eye_Disorders,DX_Genitourinary_System,DX_Infections,DX_Injuries_Poisonings,DX_Mental_Disorders,DX_Musculoskeletal_System,DX_Nervous_System,DX_Other_Reasons,DX_Respiratory_System,DX_Skin_Disorders,DX_Symptoms,DX_Perinatal_Disorders,ECM_Abnormal_Reaction_Later_Cx,ECM_Accidental_Falls,ECM_All_Transport_Types,ECM_Assault,ECM_Intentional_SelfHarm,ECM_Legal_War_Terrorism,ECM_Med_Device_Advrs_Incident,ECM_Natural_Envrnmntl_Factors,ECM_NonTrans_Drowning_Subm,ECM_None,ECM_Other_Factors,ECM_Supplementary_Factors,ECM_Undetermined_Intent,ECM_W_Inanimate_Animate_Object,ECM_Medical_Misadventures,ED_Visit,All_Other_Languages,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Islander,a_Black,a_Hispanic,a_Native_American_Eskimo_Aleut,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Hospice_Care,a_Prison_Jail,a_Psychiatric_Care,a_Rehab,a_Residential_Care,a_Routine,a_SN_IC_Care,a_CAH,a_Childrens_or_Cancer,a_Not_Defined_Elsewhere,a_Invalid_Blank_Disp,a_Other_Disp,a_Disaster_Care_Site,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_DX_All_Pregnancies,a_DX_Blood_Disorders,a_DX_Cancer,a_DX_Circulatory_System,a_DX_Digestive_System,a_DX_Ear_Disorders,a_DX_Endocrine_Diseases,a_DX_Eye_Disorders,a_DX_Genitourinary_System,a_DX_Infections,a_DX_Injuries_Poisonings,a_DX_Mental_Disorders,a_DX_Musculoskeletal_System,a_DX_Nervous_System,a_DX_Respiratory_System,a_DX_Skin_Disorders,a_DX_Symptoms,a_DX_Birth_Defects,a_DX_Births,a_DX_Other_Reasons,a_DX_Perinatal_Disorders,a_ECM_Abnormal_Reaction_Later_Cx,a_ECM_Accidental_Falls,a_ECM_All_Transport_Types,a_ECM_Assault,a_ECM_Med_Device_Adverse_Inciden,a_ECM_Natural_Environmental_Fact,a_ECM_None,a_ECM_Other_Factors,a_ECM_Supplementary_Factors,a_ECM_Undetermined_Intent,a_ECM_W_Inanimate_Animate_Object,a_ECM_Intentional_SelfHarm,a_ECM_Medical_Misadventures,a_ECM_NonTrans_Drowning_Subm,a_ECM_Legal_War_Terrorism,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish
2017,106301098,301098,ORANGE,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor - Individual,Basic,31,,,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,200-299,District 29,District 69,ANAHEIM CENTRAL,Urban,General Acute Care Hospital,17198,13754,1,2656,3139,5729,4775,3859,4177,2853,1720,1520,525,,1692,1409,16845,43,1325,28,9611,1137,1060,,57,1,77,228,1,28270,87,25,4,5,,,,1,18241,5539,408,4698,2067,,893,6,,76,65,634,2196,833,333,395,2071,526,6839,1045,1944,789,879,3245,1544,6591,49,166,2033,1014,261,27,8,1,82,,23395,1595,856,16,1499,,30953,449,24583,5921,2541,2293,,39,307,441,544,917,967,738,859,22,,,535,210,2000,7,221,3,1858,156,224,120,585,90,,19,8,3,2867,762,,,,,,,1884,2058,20,711,154,7,147,92,147,848,814,14,326,3,318,450,313,95,91,136,488,152,372,3,12,3,10,268,173,9,8,4,2,3862,27,465,,15,,1,,,4834,173,3709,952
2017,106301140,301140,ORANGE,CHAPMAN GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,8,,,2601 EAST CHAPMAN AVENUE,ORANGE,92869,100-149,District 37,District 68,ANAHEIM HILLS/CITY OF ORANGE EAST/VILLA PARK,Urban,General Acute Care Hospital,3600,3231,,283,730,1375,1127,965,1022,619,338,333,39,,321,223,2475,9,262,14,3527,208,340,5,17,,6,39,6,6138,8,3,1,8,19,15,18,,3049,1089,205,2005,483,,86,1,,8,11,177,436,145,109,77,458,128,1825,422,517,155,136,685,346,1109,,8,440,247,52,8,1,,14,1,4844,505,193,5,513,,6831,99,5998,734,450,490,,5,87,103,103,150,162,140,190,,,,50,31,213,,47,,599,67,50,25,37,14,,17,3,46,562,118,,,,,1,,212,449,17,250,12,,2,7,10,83,146,1,57,,43,36,60,300,15,16,82,37,45,,,,,19,35,3,3,,,691,13,172,1,2,1,,,,940,23,840,77
2017,106301175,301175,ORANGE,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,Investor - Corporation,Basic,25,,,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,200-299,District 34,District 72,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,General Acute Care Hospital,22655,18905,2,4384,4023,6726,5499,5558,5634,4036,2471,2342,889,,10895,826,16581,58,2741,232,10229,459,1473,17,73,,,368,1,38281,522,209,115,11,,5,28,,24787,7131,335,6701,2320,288,1177,8,,213,154,1228,2507,755,561,474,2519,676,8173,1592,2323,905,1104,4197,1620,11313,63,47,2913,1253,285,34,23,8,89,,32880,1733,731,1,1564,1,41562,6828,27912,6822,5497,5733,,242,546,730,1175,1869,2098,1932,2315,130,193,,4396,152,3043,11,584,42,3002,420,360,372,2515,181,2,21,42,32,5472,1804,,4,5,,,,4081,5389,90,1526,144,,143,178,401,2045,1897,43,702,5,750,950,779,174,265,370,1293,407,757,6,21,16,28,260,406,39,15,21,1,10038,49,357,,40,,2,,2,11230,3478,6059,1693
2017,106301188,301188,ORANGE,ANAHEIM GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,11,,,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,150-199,District 34,District 69,ANAHEIM CENTRAL,Urban,General Acute Care Hospital,7628,7089,,1524,1911,3184,2671,1964,1632,926,380,229,296,,551,656,8266,11,1233,24,3976,208,426,8,31,,553,89,,13208,4,1,34,9,117,5,24,,7817,1447,889,2598,1966,,651,3,,21,26,335,1117,407,402,146,857,516,3457,1686,588,353,312,1435,560,1820,25,,839,445,264,26,55,,64,1,10844,922,389,19,849,,14717,210,11085,3422,1077,1418,,67,481,451,375,484,330,166,141,,,,167,160,910,,167,7,1084,38,145,54,23,11,138,43,9,97,1703,185,,44,2,,3,,1201,725,299,224,46,,42,22,16,192,217,1,79,,71,171,100,1302,26,33,96,70,54,,,2,1,28,44,4,9,9,1,2164,39,157,1,10,27,2,,,2495,42,2127,326
2017,106301205,301205,ORANGE,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-profit Corporation (incl. Church-related),Basic,56,,,1 HOAG DRIVE,NEWPORT BEACH,92663,300-499,District 37,District 74,COSTA MESA,Urban,General Acute Care Hospital,54994,45280,1,5887,8417,16423,14527,11917,12629,10279,9377,9748,1071,,9308,2722,14627,106,1580,645,71287,890,1825,1,186,,482,1310,7,93729,342,435,307,37,688,22,14,,25453,21360,1648,44563,7251,,3953,16,,342,211,3131,5017,1235,1364,987,5293,1884,22822,5546,5658,2592,2344,6583,3530,27670,97,565,8554,2961,654,122,50,61,243,16,74601,5191,2125,11,5118,3,100275,5284,90406,4585,9927,9486,,171,994,1288,1606,2516,3132,3951,5744,11,,,1724,290,1636,18,89,10,15646,471,308,555,4444,661,4,109,225,5,9718,2882,1,5,25,,,,2327,11112,128,5525,321,,429,221,596,3259,3282,21,824,10,1243,3193,1887,450,582,502,1841,605,433,12,4,12,7,1192,1289,114,24,134,16,14796,266,1439,1,131,2,3,5,1,19413,1110,17658,645
2017,106301209,301209,ORANGE,HUNTINGTON BEACH HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,12,,,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,100-149,District 34,District 72,HUNTINGTON BEACH NORTH/SEAL BEACH EAST/WESTMINSTER,Urban,General Acute Care Hospital,7521,8567,4,1053,1592,3587,2805,2381,2418,1145,564,400,146,1,1023,548,3528,11,892,77,10013,28,615,15,56,10,80,229,9,14490,6,7,3,6,534,4,,,6125,414,170,7103,2212,68,225,6,,15,28,295,903,300,263,163,848,244,4404,1584,849,466,996,1319,826,2354,4,31,863,713,230,36,1,,47,,11012,1404,733,6,1016,,16092,207,15105,780,1419,1617,1,25,234,254,438,608,586,419,473,,,,333,79,532,2,120,9,1962,199,,56,120,24,7,86,11,174,1871,486,2,,1,,,,877,1532,293,160,175,,13,17,21,355,443,12,161,1,213,394,181,511,164,96,209,80,158,,,8,,48,157,18,3,,6,2452,78,256,,12,6,,1,,3037,109,2735,193
2017,106301234,301234,ORANGE,LA PALMA INTERCOMMUNITY HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,10,,,7901 WALKER STREET,LA PALMA,90623,100-149,District 29,District 65,BUENA PARK/LA PALMA,Urban,General Acute Care Hospital,8373,7303,1,1600,1701,2563,2373,2054,2151,1298,881,807,249,,3159,1779,5613,20,364,85,4657,58,415,11,27,44,17,115,7,14461,11,5,3,13,489,1,,,5296,808,94,7552,1838,89,327,4,,41,45,392,1110,326,222,181,931,241,4069,791,917,359,426,1688,594,3002,11,58,1137,805,141,18,3,1,66,1,11109,968,392,3,975,,15677,340,14481,856,1608,1352,,24,110,171,238,426,563,527,821,80,,,962,271,708,4,43,14,958,237,,80,217,34,,37,16,79,1499,754,,,7,,,,681,1726,274,142,137,,59,31,51,455,439,14,145,3,218,485,172,150,78,92,276,61,144,,79,8,,77,181,14,4,6,1,2394,89,183,,9,2,,,,2960,217,2553,190
2017,106301248,301248,ORANGE,LOS ALAMITOS MEDICAL CENTER,Investor - Corporation,Basic,20,,,3751 KATELLA AVENUE,LOS ALAMITOS,90720,150-199,District 34,District 72,CYPRESS/LOS ALAMITOS/ROSSMOOR,Urban,General Acute Care Hospital,15894,11737,1,2037,2299,3584,3312,3214,3493,2714,2883,3741,355,,2457,1571,5841,13,320,53,17377,575,479,,50,,,36,,25741,413,123,195,13,,,7,,8105,8354,803,8715,1640,15,522,11,,169,67,913,1570,469,432,317,1697,392,6541,735,1746,667,385,2124,1023,7841,11,48,2473,860,155,14,3,,63,3,21324,916,176,1,1596,,27632,124,27012,496,3655,3104,,36,203,347,497,822,1061,1398,2392,3,,,719,230,930,2,79,10,4789,299,144,256,1205,187,,57,89,80,2978,1461,,2,1,,,,854,4333,83,1455,34,,39,99,187,1328,1018,22,318,6,389,817,617,128,159,284,655,164,519,2,2,5,1,327,497,30,8,2,8,5449,43,371,,23,1,,,,6759,50,6597,112
2017,106301258,301258,ORANGE,SOUTH COAST GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,10,,,2701 S. BRISTOL STREET,SANTA ANA,92704,150-199,District 34,District 69,SANTA ANA SOUTH,Urban,General Acute Care Hospital,9826,8064,,2044,2554,3735,3000,2375,2055,997,478,296,356,,333,302,15033,3,105,5,2109,281,407,9,20,,18,82,4,16988,16,2,2,15,22,6,18,,12774,1145,339,1445,2187,,813,,,24,33,253,1352,533,256,244,1155,502,3721,991,1290,333,364,1835,868,3302,21,6,891,503,180,10,16,4,56,,13789,1052,286,10,1087,,17890,101,8477,9312,996,903,,36,144,207,260,344,350,284,274,,,,100,44,1289,2,14,2,448,102,94,40,42,9,1,26,16,62,1120,376,,,1,,10,,993,727,11,127,41,,44,26,27,227,392,6,94,2,118,145,92,213,21,78,222,108,82,1,,1,,28,65,4,3,6,3,1678,33,62,,16,1,,,,1899,45,899,955
2017,106301262,301262,ORANGE,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,34,,,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,300-499,District 36,District 73,LAKE FOREST EAST/MISSION VIEJO CENTRAL AND SOUTH,Urban,General Acute Care Hospital,23125,18057,5,1,1532,7168,6035,6040,6379,5040,4151,4840,1,,1273,837,6042,6,2384,162,30483,641,959,,105,,44,166,43,38271,184,1,638,75,47,13,,,10559,12459,1092,13776,3301,,1099,10,,206,123,1956,2748,353,681,385,2709,534,9584,1716,2870,1548,642,2300,1247,10476,,232,3959,1996,277,30,25,22,105,3,29624,1744,1277,4,1889,,41187,293,38373,2521,5433,5458,1,91,616,684,900,1370,1900,2124,3185,22,,,401,150,962,5,529,29,8816,413,119,465,2407,365,5,85,244,61,5261,1442,,2,22,1,,,1700,6345,144,2577,126,,92,118,338,2054,1619,8,319,4,545,1730,1905,162,261,302,923,222,250,10,22,8,,567,1295,344,28,42,9,7213,130,1157,,74,25,3,3,2,10892,149,10282,461
2017,106301279,301279,ORANGE,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,University of California,Comprehensive,36,,Teaching,101 CITY DRIVE SOUTH,ORANGE,92868,300-499,District 34,District 69,GARDEN GROVE NORTH/STANTON,Urban,General Acute Care Hospital,22644,18358,2,1257,2722,8801,7846,6098,5910,3982,2260,1765,363,,4239,1686,18629,51,1611,173,14615,321,749,1,105,,31,300,3,38435,191,262,10,2,581,7,6,,21374,6701,932,8842,3077,78,2704,23,,293,379,1091,2045,481,884,888,2473,521,7360,2611,3377,1052,846,2153,1494,10292,37,466,2106,1927,550,67,10,59,239,2,32733,1154,388,17,1278,8,41004,1088,33985,5931,6378,7026,,682,1673,1716,1713,2240,2067,1545,1637,44,87,,2218,441,4939,20,170,34,5582,504,325,436,1367,196,7,86,221,14,8684,1465,,55,44,,,,5671,4506,244,2687,296,,750,150,628,1971,1394,8,542,47,393,1630,3118,1174,209,367,448,191,310,18,27,24,5,867,1005,1232,217,130,96,8613,134,820,5,185,89,2,1,8,13404,895,10413,2096
2017,106301283,301283,ORANGE,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor - Limited Liability Company,Basic,12,,,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843,150-199,District 34,District 69,GARDEN GROVE NORTH/STANTON,Urban,General Acute Care Hospital,13094,11467,,2464,2845,4792,4062,3467,3085,1657,915,824,450,,3609,747,13836,6,242,77,6044,292,681,98,55,51,124,127,23,22669,21,6,,11,399,4,,,12196,641,122,8607,2896,99,838,6,2,62,46,485,1813,567,375,285,1780,399,5617,1381,1454,599,691,2427,1182,4534,18,17,1350,913,212,16,4,,71,2,18480,1651,489,6,1349,1,24561,1311,18108,5142,2134,1723,,49,311,406,398,506,550,621,1001,15,,,1659,67,1156,,44,10,921,255,115,104,225,29,,26,5,61,2143,891,,,2,,1,,1326,1850,224,146,310,1,323,42,73,457,586,10,219,1,264,727,240,39,94,134,353,92,183,1,3,5,11,80,222,18,4,3,6,3149,80,282,,11,2,,,,3857,1219,2066,572
2017,106301297,301297,ORANGE,PLACENTIA LINDA HOSPITAL,Investor - Corporation,Basic,20,,,1301 NORTH ROSE DRIVE,PLACENTIA,92870,100-149,District 29,District 55,BREA EAST/PLACENTIA CENTRAL AND NORTH/YORBA LINDA,Urban,General Acute Care Hospital,16848,12598,,2456,3327,4755,3995,3660,3873,2587,2130,2399,264,,1543,924,8207,48,3781,130,14813,568,182,1,42,,,138,,28040,209,,228,37,,,1,,11355,5996,604,9383,2085,23,449,7,1,110,67,860,2124,799,589,321,2405,419,7033,1130,1846,782,273,3261,1379,5586,5,34,2543,937,139,22,10,5,85,2,21709,1543,779,4,1634,,29446,170,28068,1208,1306,1208,,30,133,191,233,471,408,416,632,,,,135,55,444,,244,8,1628,170,75,57,322,69,,10,2,,1365,444,,,,,,,464,1154,39,814,43,,7,24,41,350,569,4,166,1,185,191,221,40,65,34,349,113,148,4,,2,,62,159,14,3,2,3,2080,17,159,,13,2,,,,2514,20,2398,96
2017,106301317,301317,ORANGE,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,31,,,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,200-299,District 36,District 73,LAGUNA BEACH/LAGUNA WOODS,Urban,General Acute Care Hospital,18077,13160,3,1530,2327,3549,3413,3401,3850,3432,3825,5644,269,,1929,709,5736,31,2131,109,20595,442,,,73,,122,293,,29225,367,1,653,35,2,26,1,,7270,11414,793,9956,1807,,549,3,,125,85,1259,1783,456,427,343,1742,552,7294,1404,2286,870,621,2163,1071,8181,26,260,3074,929,147,34,27,18,82,5,23024,1535,393,,1712,,31240,671,29146,1423,4194,3550,,24,177,357,452,773,1177,1629,3145,10,,,486,118,745,4,420,21,5950,233,,320,2218,306,1,50,65,1,3182,1366,,,1,1,,,564,5461,41,1571,107,,42,129,249,1811,1248,15,272,4,485,970,818,62,136,265,825,154,235,11,,5,8,432,717,37,5,53,12,5605,110,738,2,26,3,3,1,,7744,249,7277,218
2017,106301337,301337,ORANGE,MISSION HOSPITAL LAGUNA BEACH,Non-profit Corporation (incl. Church-related),Basic,11,,,31872 COAST HIGHWAY,LAGUNA BEACH,92651,150-199,District 37,District 74,ALISO VIEJO/LAGUNA HILLS/LAGUNA NIGUEL,Urban,General Acute Care Hospital,7404,7420,,506,1168,2862,2096,2008,2187,1701,1116,1139,41,,249,347,992,9,585,26,12616,187,361,1,18,,114,368,167,13476,24,5,35,11,46,11,,,4007,3547,466,5815,989,,156,2,,38,17,309,804,169,219,128,673,192,3608,2036,896,443,499,960,688,2985,2,52,1287,389,116,52,20,6,56,4,10292,777,789,4,979,1,14824,65,14540,219,1403,1555,,101,676,423,392,411,340,231,384,,,,56,59,160,,79,4,2600,28,290,17,196,31,2,56,40,247,1863,145,,,43,,,,273,916,59,1515,195,,3,21,20,113,311,,46,1,72,116,193,1723,47,24,159,61,47,,,1,,40,160,18,4,3,1,2150,41,478,,15,48,,,,2958,10,2927,21
2017,106301340,301340,ORANGE,ST. JOSEPH HOSPITAL - ORANGE,Non-profit Corporation (incl. Church-related),Basic,53,,,1100 WEST STEWART DRIVE,ORANGE,92868,300-499,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,General Acute Care Hospital,39471,26451,,1540,5400,13105,10716,9131,8531,6439,5058,5651,351,,2364,1400,34625,18,2035,176,25304,628,507,1,58,,86,139,40,62826,374,22,380,44,786,31,,,28813,17964,941,12773,5430,1,2867,18,,391,212,2089,4425,977,1090,669,4488,1426,10988,3835,4374,1838,1468,4516,2630,17592,29,271,4018,1754,406,81,18,33,143,3,52608,2705,1373,11,2497,1,65922,393,52706,12823,5385,5084,,95,737,783,1046,1552,1805,1863,2550,38,,,565,201,3427,3,213,15,6045,253,215,382,2102,314,2,36,237,56,5385,1448,,1,38,,,,2220,5702,85,2369,93,,180,94,372,1743,1380,6,484,9,486,2166,841,894,272,307,697,217,261,14,38,8,,560,550,27,11,50,6,8054,104,1029,1,46,29,2,,,10469,157,8642,1670
2017,106301342,301342,ORANGE,ST. JUDE MEDICAL CENTER,Non-profit Corporation (incl. Church-related),Basic,36,,,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,300-499,District 29,District 65,FULLERTON CENTRAL AND SOUTH,Urban,General Acute Care Hospital,34649,27028,,4970,5495,9052,7817,7043,7407,6334,5712,6731,1116,,5608,1555,20924,19,6282,258,27031,1453,1214,1,128,,65,413,38,57128,487,10,535,35,160,10,,,22355,19057,1135,15161,3969,,1478,9,,243,124,2134,4103,1216,1008,649,4405,1079,12033,2107,4012,1402,887,5879,2167,16685,57,255,4666,1909,378,46,20,37,127,3,47574,2481,1325,7,2847,2,61677,1586,54769,5322,4791,4613,,44,322,452,626,1260,1666,1961,3058,15,,,1183,199,1903,,542,21,5556,390,101,402,2493,290,,20,269,41,3423,1961,,,14,,,,1490,6007,44,1796,67,,69,112,327,2158,1217,3,385,9,440,2015,932,90,190,274,758,188,200,12,10,10,5,519,802,42,12,48,8,6988,99,854,,29,2,1,,,9404,485,8325,594
2017,106301357,301357,ORANGE,FOOTHILL REGIONAL MEDICAL CENTER,Investor - Corporation,,,,,14662 NEWPORT AVENUE,TUSTIN,92780,150-199,District 37,District 68,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,General Acute Care Hospital,1253,1215,,129,188,478,432,302,399,271,140,120,9,,180,153,1006,2,142,7,978,77,221,,2,,9,17,20,1986,133,,1,,,2,,,1223,444,26,492,283,,35,,,20,10,43,164,53,43,27,138,89,505,265,163,100,148,217,81,367,,7,134,78,19,1,,,5,,1831,145,122,1,125,,2468,27,2099,342,633,630,1,5,52,86,114,215,328,200,264,,,,167,53,434,1,44,1,564,36,73,15,34,9,1,5,10,52,518,502,,1,8,,,,418,730,1,101,14,,6,31,17,95,226,1,105,,125,152,97,42,41,44,110,94,75,,,3,,10,86,3,2,,,1147,6,7,,3,,,,,1264,50,1000,214
2017,106301379,301379,ORANGE,WEST ANAHEIM MEDICAL CENTER,Investor - Limited Liability Company,Basic,25,,,3033 WEST ORANGE AVENUE,ANAHEIM,92804,200-299,District 29,District 65,ANAHEIM WEST,Urban,General Acute Care Hospital,13311,12590,,2067,2647,4809,4008,3444,3729,2322,1279,1273,322,1,2727,1820,9684,18,567,68,11017,247,1267,14,99,28,69,270,53,22439,41,9,4,4,1356,1,,,11619,1143,160,9659,3213,107,493,9,,113,80,672,1526,499,581,244,1599,554,6355,1683,1581,616,1030,2455,1351,4457,3,44,1689,1151,322,55,3,5,82,8,18536,1635,922,11,1437,1,25901,953,22239,2709,2897,2801,,32,253,307,568,966,1190,985,1397,,,,1111,269,1395,8,95,6,2814,400,,204,362,81,1,44,11,229,2872,1493,,,1,,,,1634,3136,410,224,294,,25,56,64,858,758,11,262,,334,1210,396,392,142,205,566,97,319,,,3,,137,335,18,2,9,3,4501,243,419,1,21,6,2,1,,5698,593,4549,556
2017,106301566,301566,ORANGE,ORANGE COUNTY GLOBAL MEDICAL CENTER,Investor - Corporation,Basic,19,,,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,200-299,District 34,District 69,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,General Acute Care Hospital,11112,10349,,1241,2065,4776,4011,3125,2866,1582,772,668,355,,775,817,13427,13,652,37,5740,619,769,,82,,203,147,4,19533,43,3,7,4,30,5,12,,13244,2335,892,3199,1791,,999,4,,43,41,577,1131,319,345,196,1213,373,5317,1308,1265,728,442,1624,951,4553,32,9,1250,1088,330,50,86,1,175,1,15626,1217,437,31,1160,,21461,102,14987,6372,2480,3250,1,151,602,572,726,1118,939,671,916,15,21,,467,170,2603,3,188,13,2287,276,314,240,217,109,84,76,262,13,3471,653,1,1,10,,4,,2352,2098,245,929,107,,73,44,97,982,574,3,223,10,191,747,1796,140,105,210,324,98,96,5,4,2,7,59,631,696,97,5,57,3759,43,254,11,82,33,1,,3,5731,100,4199,1432
2017,106304113,304113,ORANGE,CHILDREN'S HOSPITAL AT MISSION,Non-profit Corporation (incl. Church-related),Basic,45,,,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,50-99,District 36,District 73,LAKE FOREST EAST/MISSION VIEJO CENTRAL AND SOUTH,Urban,General Acute Care Hospital,5831,6820,2,6574,4787,1,1,,,,,,1290,,494,204,3196,3,759,38,7959,82,167,,3,,,75,1,12311,,4,3,1,6,,,,5643,425,243,5588,754,,12,3,,19,3,57,444,485,71,113,417,540,4554,243,311,136,150,1944,319,2748,84,18,1862,443,32,32,1,,55,4,7828,765,311,3,1298,1,12653,24,11382,1247,456,615,,388,,,,,,,,217,466,,46,8,207,,71,,739,31,,4,8,,,17,1,,1009,,,1,,,,,408,,30,613,20,,,13,2,14,124,3,45,5,42,58,205,16,14,77,273,34,97,9,,2,38,10,61,53,3,,,833,12,68,,23,1,,7,,1071,4,989,78
2017,106304409,304409,ORANGE,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,Non-profit Corporation (incl. Church-related),Basic,36,,,3440 E LA PALMA AVE,ANAHEIM,92806,200-299,District 37,District 68,BREA EAST/PLACENTIA CENTRAL AND NORTH/YORBA LINDA,Urban,General Acute Care Hospital,57426,47072,4,10306,9334,14461,12783,11464,13029,11902,10038,8728,2457,,13459,4164,32667,317,1018,2035,50842,442,1074,1,65,,8,997,,99816,606,1,1120,222,62,84,4,,18531,24055,192,58834,2884,6,2109,22,,471,339,3600,6311,1916,1525,1266,6432,2358,20172,3400,7079,2602,1517,8707,3294,31243,139,492,7104,2647,333,95,6,26,267,10,82387,4671,1267,7,5190,,104502,2718,92911,8873,5610,5590,,273,551,657,946,1548,1949,2374,2491,125,286,,1462,342,2510,45,41,84,6716,222,94,362,2376,360,1,28,35,,6565,1153,1,,3,,,,903,5818,13,4419,47,,100,193,432,1598,2097,7,444,9,492,2696,876,107,289,329,873,232,330,19,2,32,43,709,730,81,9,29,11,8598,211,723,,92,4,2,,1,11200,322,10008,870
2017,106304460,304460,ORANGE,HOAG ORTHOPEDIC INSTITUTE,Investor - Limited Liability Company,,,,,16250 SAND CANYON AVENUE,IRVINE,92618,50-99,District 37,District 74,IRVINE CENTRAL/TUSTIN EAST,Urban,General Acute Care Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,3,1,2,5,1,,,,2,,1,,,,9,,,,5,,,,,,5,2,,,,,,,,6,,6,,,,,,,,,2,,,,8,,1,1,,,,,,,,1,4,,,1,,5,,,,1,,,,,12,,11,1
2017,106310791,310791,PLACER,SUTTER AUBURN FAITH HOSPITAL,Non-profit Corporation (incl. Church-related),Basic,14,,,11815 EDUCATION STREET,AUBURN,95602,50-99,District 1,District 1,AUBURN/NEWCASTLE/LINCOLN/SHERIDAN,Urban,General Acute Care Hospital,14253,12218,,1930,2226,3711,3458,2807,3652,3272,2504,2559,352,,290,396,2384,163,332,376,22530,852,214,15,34,,223,289,15,24358,327,1,36,20,71,16,,,10428,7738,658,5480,2167,,364,3,2,93,45,922,1599,498,395,296,1397,382,6005,1025,1838,661,611,2826,1187,6310,12,110,2427,835,184,32,36,35,112,1,19624,1262,200,8,1604,1,26471,131,25755,585,1252,1184,,30,63,84,160,356,480,582,676,,5,,21,15,94,12,17,24,2253,124,26,55,435,79,1,9,36,7,1002,656,1,1,4,,,,404,1623,39,324,46,,4,26,37,363,382,6,109,3,154,540,302,22,38,59,279,50,62,,,,,87,214,18,2,7,2,1971,16,98,1,18,,,,2,2436,20,2392,24
